text,label
aku sangat lega berhasil melewati ini,1
aku sangat tidak terima dianggap tidak ada,3
diriku sangat suka senyummu,2
hatiku sangat menyesal,0
aku sangat takut memulai langkah ini,4
hatiku merasa sangat dimanfaatkan,3
aku sangat tidak mau lagi mengorbankan diri untuk orang seperti ini,3
gue sangat speechless,5
aku sangat minder dan takut dinilai,4
gue sangat susah,0
my spirit is in pieces,0
hatiku sangat melebihi ekspektasi,5
I feel so absolutely thrilled,1
I will fight back,3
I am so furious,3
aku tidak semangat sama sekali,0
kamu adalah sumber kebahagiaanku,2
hatiku sangat bersyukur memilikimu,2
I am deeply blown away,5
aku merasa sangat bersedih,0
I am so completely shocked,5
I feel so fragile,0
saya sangat marah karena cintaku dimanfaatkan,3
hatiku sangat menikmati ini,1
you are the love of my life,2
aku sangat kreatif,1
I feel so neglected,0
I am deeply overwhelmingly surprised,5
gue merasa sangat hidup,1
gue sangat tidak menduga,5
I am deeply melancholic,0
I accept you completely,2
I feel so horrified,4
I am so completely dumbfounded,5
diriku sangat tidak menyangka bisa menang,5
gue sangat cemas karena tidak tahu apa yang akan terjadi,4
you do not care about my feelings,3
hatiku sangat heran,5
I am so scared about this interview,4
I am so enthusiastic,1
aku sangat patah semangat,0
hatiku sangat takut gagal,4
I feel so uneasy,4
saya sangat diselimuti rasa takut,4
saya sangat tidak menduga takdir bisa seindah ini,5
I am speechless right now,5
saya sangat memikirkanmu,2
I am grateful to be alive,1
I am haunted by fear,4
saya sangat bangga bersamamu,2
I froze in shock,5
I feel so happy,1
I cannot stop worrying,4
I am so scared about this test,4
this truly shocked me completely,5
aku sudah sangat lelah berdebat dengan ini,3
gue sangat terguncang,0
diriku sangat minder,4
I am so shocked by this wonderful surprise,5
hatiku sangat mencintaimu sepenuh hati,2
aku sangat merasa hidup tidak punya arti lagi,0
today is so beautiful,1
aku sangat geram,3
I love you endlessly,2
I still cannot believe this,5
I am so terrified,4
I am so angry I cannot do anything,3
diriku sangat heran,5
happiness fills my heart,1
everything feels pointless,0
I am scared of disasters,4
diriku sangat kesal,3
I carry this sadness everywhere,0
gue sangat excited,1
saya sangat terpana,5
gue tidak semangat sama sekali,0
I never expected things to change so drastically,5
saya tidak sabar menunggu,1
I am emotionally exhausted,0
saya sangat muak,3
I am deeply startled,5
saya sangat protes keras,3
with you I feel perfect,2
I was shocked to see it,5
I feel deeply glowing with joy,1
I refuse to sacrifice myself for someone like this,3
hatiku sangat takut sendirian,4
aku merasa diabaikan semua orang,0
I am deeply deeply mourning,0
hatiku sangat lara,0
diriku sangat bersemangat hari ini,1
hatiku sangat dendam,3
I am deeply infuriated,3
my feelings are a mix of sadness and anger,3
saya sangat tidak berdaya menahan duka,0
aku sangat tidak bisa berhenti tersenyum,1
aku sangat ingin membuktikan betapa aku cinta kamu,2
gue sangat ragu dan cemas,4
I am deeply overwhelmed by rage,3
I am traumatized by that incident,4
I feel so unwanted,0
I am so melancholic,0
aku sangat kurang percaya diri,4
gue sangat ingin bersamamu,2
I am so angry I got betrayed,3
diriku sangat terpuruk,0
saya sangat tidak menduga bisa melewati semua rintangan ini,5
I enjoy every single second of this,1
I live in constant fear,4
my heart was racing from the shock,5
diriku sangat kecewa,0
aku sangat tidak menyangka hasilnya sebaik ini,5
diriku sudah tidak tahan lagi,3
I feel so silent inside,0
I feel my prayers were answered,1
saya sangat yakin cinta kita akan bertahan selamanya,2
aku sangat terasa hilang,0
I never thought this would happen,5
I cry in my heart,0
gue sangat merasa selalu salah dan tidak becus,0
aku sangat tidak mau lagi diam saja ketika disakiti,3
I cherish you,2
diriku sangat gentar,4
diriku sangat gembira,1
aku sangat tidak menduga kamu bisa datang,5
aku sangat ingin meluapkan amarah,3
aku merasa lengkap bersamamu,2
I am disgusted by your attitude,3
aku sangat merasa dimanfaatkan,3
I am so angry at the person who used me,3
saya sangat merasa beruntung,1
my heart bleeds with sorrow,0
I love you dearly,2
aku sangat takut,4
I am angry at myself too,3
jiwaku sangat tenang,1
saya sangat tidak bisa menerima kepergiannya,0
I feel deeply frightened,4
I am so scared my trauma will resurface,4
aku sangat berterima kasih,1
saya sangat beruntung,1
I am so lucky today,1
I am scared of not being enough,4
hatiku sangat kecewa dengan kelakuanmu,3
I still cannot process this,5
I feel consumed by anger,3
gue sangat cemas karena masa depan terasa sangat tidak pasti,4
saya sangat mengagumimu,2
I am so horrified,4
I care for you more than words can say,2
kakiku lemas karena takut,4
I feel so anxious,4
saya sangat beruntung mengenalmu,2
aku sudah sangat muak bersabar dengan orang yang tidak berubah,3
I feel radiant with happiness,1
gue menyayangimu,2
aku sangat sehat hari ini,1
gue sangat merasa semua pengorbananku membuahkan hasil,1
aku menangis tersedu,0
I feel so furious,3
saya sangat cemas dengan masa depan,4
saya sangat tidak berani membuka hati karena takut terluka,4
diriku sangat terkejut sampai tidak bisa bergerak,5
I am scared of failing,4
gue sangat bersinar hari ini,1
I am full of joy,1
aku sangat membeku karena takut,4
this exceeds all my hopes,1
aku sangat bersyukur memilikimu,2
diriku tidak pernah membayangkan ini,5
gue sangat terancam,4
gue sangat duka,0
I am so aggravated,3
gue sangat suka tawamu,2
gue sangat tidak bisa berhenti menangis,0
this anxiety haunts me relentlessly,4
aku akan melawan,3
I feel deeply full of joy,1
gue nelangsa sekali,0
saya sangat sakit hati,0
diriku sangat merasa dihargai,1
aku patah hati,0
diriku sangat cinta padamu,2
saya sangat merasa semua perjuanganku terbayar,1
I am so shocked by this event,5
aku sangat marah karena selalu disalahkan,3
aku sangat merasa dikhianati dan marah,3
aku sangat takut untuk berbicara,4
aku menangis semalaman,0
saya sangat cinta padamu,2
saya sangat suka kehadiranmu,2
I am so confident,1
this shock took my breath away,5
I am so enraged,3
aku sangat diselimuti rasa takut,4
diriku sangat ingin melawan,3
aku sangat suka dengan hidupku,1
I feel deeply heartbroken,0
I feel so livid,3
diriku sangat tidak menduga,5
my spirit is shattered,0
I am so infuriated,3
I never thought he could do that,5
aku sangat tidak menyangka keputusan ini,5
diriku sangat cemas dengan masa depan,4
aku sangat terkejut sampai tidak bisa bergerak,5
saya sangat merasa beruntung bisa mengenalmu,2
my love for you is eternal,2
diriku sangat jijik dengan kelakuanmu,3
gue sangat bahagia bersamamu,2
I feel overwhelmed by rage,3
hatiku sangat cemas,4
diriku sangat sayang padamu,2
I will not swallow this pain anymore,3
the pain refuses to leave,0
I cannot accept being treated so carelessly,3
aku sangat tidak mau lagi mempercayai orang yang sudah mengkhianatiku,3
you are the reason I smile,2
saya sangat produktif,1
I am deeply deeply afraid,4
kamu sangat tidak tahu diri,3
I feel deeply in complete disbelief,5
I have very low self confidence,4
saya diam terpaku karena terkejut,5
hatiku sangat berduka,0
aku sangat berhasil,1
aku sangat termotivasi,1
kamu sangat menjengkelkan,3
I feel deeply defeated,0
I am deeply relieved,1
I am deeply excited,1
saya sangat ingin melawan,3
aku sangat sedih mendengarnya,0
gue sangat mengagumimu,2
this fear grips me completely,4
aku sangat takut ditolak,4
I am so annoyed by his selfish behavior,3
I am full of happiness,1
gue ini benar benar mengejutkan,5
aku sangat kesal banget,3
aku tidak mau lagi menelan sakit hati ini,3
gue sangat sakit hati,3
aku sangat ragu dan cemas,4
diriku sangat antusias,1
diriku tidak bisa lepas dari rasa takut,4
saya sangat tidak bisa menerima kenyataan ini,0
I am devastated,0
aku sangat takut tidak diterima,4
aku sudah tidak bisa lagi,0
aku sangat terkejut sampai tidak bisa bereaksi,5
aku sangat ngeri,4
I feel deeply forlorn,0
I long for you,2
gue sangat menghargaimu,2
saya sangat takut bahwa semua pengorbananku tidak ada hasilnya,4
I am so disappointed with your attitude,3
gue sangat takut bahwa aku selalu akan gagal,4
I need to cry right now,0
aku takut banget,4
I am burning with resentment,3
hatiku tidak bisa menahan amarah,3
I am so scared of this danger,4
hatiku sangat rapuh,0
saya sangat marah karena diperlakukan buruk,3
saya sangat menderita,0
saya sangat hancur,0
saya sangat takut bahwa semua usahaku akan sia sia,4
I feel deeply joyful,1
aku selalu ada untukmu,2
saya tidak bisa bahagia lagi,0
my grief is overwhelming,0
gue sangat kesal,3
gue sangat terkejut melihat betapa banyak yang telah berubah,5
aku sangat mencintai caramu menyayangiku,2
I feel so scared,4
gue sangat ingin kamu tahu betapa berartinya kamu,2
I am so scared of losing them,4
saya sangat tidak mau lagi diam saja ketika disakiti,3
diriku sangat pucat karena takut,4
saya sangat kesal,3
I feel so accepted,1
gue sangat sakit hati,0
aku sangat takut dengan kondisi ini,4
I was so shocked I sat down suddenly,5
I am scared to move forward,4
gue sangat pilu,0
diriku sangat terkejut melihatnya tiba tiba muncul,5
diriku tidak bisa hidup tanpamu,2
I am so grateful to experience this,1
aku merasa tidak ada artinya,0
I am so scared because everything feels uncertain,4
I feel so utterly alone,0
aku sangat depresi,0
I never saw this coming,5
gue sangat bersemangat hari ini,1
I am so glad I made it here,1
aku sangat geram banget,3
saya sangat melongo,5
saya sangat merasa seperti beban bagi semua orang,0
gue sangat marah karena sudah terlalu banyak berkorban namun tidak dihargai,3
diriku sangat beruntung,1
aku sangat luka batin,0
diriku sangat takut mengecewakan,4
gue sangat capek dengan semua ini,3
aku sangat tidak berdaya,0
aku sangat cemas dengan keluargaku,4
my days feel so grey,0
hatiku sangat girang,1
saya sangat bimbang dan takut,4
saya sangat tertekan,0
my heart is so light,1
I am absolutely furious right now,3
gue kejutan ini sangat mengubah cara pandangku,5
aku sangat merindukanmu,2
I adore you more than words can say,2
aku merasa tidak dihargai,0
aku sangat menyayangi sahabatku,2
diriku sangat bangga bersamamu,2
saya jantungnya berdebar kencang,4
I never anticipated meeting these extraordinary people,5
I am heartbroken,0
aku merasa hidup tidak adil,0
I am so annoyed for never being valued,3
I am deeply motivated,1
I cannot accept my contributions never being appreciated,3
my heart grieves deeply,0
kepergiannya sangat menyakitiku,0
I am raging,3
life feels so wonderful,1
I am so vigilant because I am so scared,4
diriku sangat kaget sekaligus bahagia,5
I want to be with you always and forever,2
I cannot forgive you,3
I feel deeply truly astonished,5
diriku sangat marah karena ditipu,3
I am so happy to hear this good news,1
I always pray for you,2
aku sangat terdorong maju,1
aku tidak sabar menunggu ini,1
aku merasa sendirian di dunia,0
hatiku sangat tertegun,5
aku sudah tidak kuat,0
I feel so embarrassed,0
kamu sangat tidak sopan,3
you are my source of happiness,2
aku sangat marah karena dikhianati,3
hatiku sangat kurang percaya diri,4
I feel deeply amazed,5
you are so rude,3
gue sangat ngeri,4
aku sangat tidak menyangka ini bisa terjadi dalam hidupku,5
saya sangat tidak menduga,5
I cannot be happy,0
aku sangat murung,0
aku sangat merasakan ketakutan yang tidak jelas,4
I am so satisfied,1
my life feels so tragic,0
aku sangat kaget,5
I feel cherished because of you,2
I feel so lucky to be loved by you,2
diriku sudah tidak mau sabar lagi,3
diriku sangat protes keras,3
aku sangat gugup presentasi,4
I love achieving this,1
I never anticipated life could bring a surprise like this,5
I am so nervous about the presentation,4
I am so deeply wounded,0
aku sangat ingin marah padamu,3
I am scared of feeling that pain again,4
I do not dare to hope for fear of heartbreak,4
saya sangat tidak percaya betapa bahagianya hari ini,1
I am beyond repair,0
hatiku sangat takut mengecewakan,4
saya merasa sangat dilecehkan,3
saya sangat menghargaimu,2
saya merasa tidak dicintai,0
aku tidak bisa membayangkan hidup tanpamu,2
aku sangat cemas dan tidak bisa tenang,4
I cannot forget him,0
aku sangat merindukanmu setiap hari,2
aku sangat cemas dengan semua hal yang bisa berjalan salah,4
saya sangat tidak menduga bisa bangkit dari semua cobaan itu,5
I am traumatized by that experience,4
hatiku sangat penuh sukacita,1
saya sangat marah karena dikhianati,3
I want to build a life with you,2
I have nightmares constantly,4
aku sangat kaget sampai terlonjak,5
diriku sangat sakit hati,0
aku sangat takut tidur,4
aku sangat capek menangis,0
saya ingin selalu bersamamu,2
gue sangat tidak menyangka bisa menang,5
aku sangat menyayangi kamu dari lubuk hatiku,2
I feel deeply uneasy,4
I am bursting with happiness,1
I feel so completely overjoyed,1
aku sangat merasa tiada guna,0
I refuse to be treated this way,3
my love for you is genuine,2
diriku merasa sangat hidup,1
saya sangat lega,1
aku merasa sangat ringan,1
aku kehilangan harapan,0
saya sangat merasa dicintai olehmu,2
saya sangat ingin memelukmu,2
aku sangat bangga bersamamu,2
aku sangat bersyukur bisa menjalani ini,1
I feel so satisfied,1
aku sangat marah karena dihina,3
aku sangat berduka atas kehilangannya,0
gue sangat tidak berani melangkah karena takut gagal,4
I am deeply depressed,0
I feel deeply cheerful,1
I feel in a state of pure bliss,1
saya sangat tidak terima kontribusiku tidak pernah diapresiasi,3
gue sangat merasa beruntung bisa dicintai olehmu,2
I am so proud to be with you,2
I have never been this happy,1
I am radiating happiness,1
I cried all night,0
aku merasa sangat diinjak harga dirinya,3
aku berpura pura baik tapi sebetulnya hancur,0
I am always on the verge of tears,0
hatiku sangat menantikan ini,1
saya sangat membenci sikap itu,3
I am completely overjoyed,1
diriku sangat tidak menduga hasilnya begini,5
gue tidak pernah menyangka ini terjadi,5
gue sangat bersyukur cintaku disambut olehmu,2
I cannot accept this,3
aku sangat terkejut dengan perubahan mendadak ini,5
aku sangat merindukan masa itu,0
aku sangat bersyukur untuk ini,1
diriku sangat tidak aman,4
hatiku sangat menikmati setiap detik,1
gue sangat cemas dengan semua hal yang bisa berjalan salah,4
I am so happy I exceeded expectations,1
I am so glad I can share this,1
aku sangat marah karena diremehkan,3
saya sangat diluar dugaan,5
this left me with my mouth open,5
aku jatuh cinta padamu,2
loving you is the best thing I did,2
aku menyesal sekali,0
diriku sangat rapuh,0
I care for you so much,2
I feel so haunted by fear,4
saya ini benar benar tidak terduga,5
I feel so downhearted,0
aku sangat terkejut melihat betapa kuat dirinya ternyata,5
I am so angry but powerless to do anything,3
saya sangat riang,1
I am deeply in a state of pure bliss,1
aku sangat resah,0
gue sangat marah,3
saya sangat tidak kuasa menahan tangis,0
I feel deeply horrified,4
saya ketakutan ini sangat terasa menghimpit,4
I am so shocked hearing this,5
you are my strength,2
aku sangat tidak menyangka kabar ini,5
I feel deeply inspired,1
hatiku sangat tercengang,5
gue sangat tidak menduga bisa bertahan dari semua badai itu,5
I am burning with anger,3
I am so motivated today,1
gue ingin selalu bersamamu,2
I am deeply boiling with anger,3
aku sangat tidak suka perilakumu,3
aku sangat rindu kamu,2
aku merasa sangat dipermainkan,3
hatiku rela berkorban untukmu,2
I never thought my journey would go this way,5
I feel so alone facing this hardship,0
I firmly reject this,3
I am so angry for always being blamed,3
aku tidak bisa kalem,3
I can barely believe this,5
I want you to always be healthy,2
my life is empty without you,0
gue sangat tersenyum lebar tak terbendung,1
I have nobody,0
I love you more than my own life,2
aku sangat tidak menyangka semua ini terjadi padaku,5
hidupku terasa sangat gelap,0
aku sangat terkejut sampai mataku terbelalak,5
I am so worried about my family,4
the world feels beautiful,1
I am scared that bad experience will happen again,4
aku sangat gelisah banget,4
aku sangat takut mengecewakan,4
I am deeply absolutely stunned,5
badanku gemetar karena takut,4
diriku sangat senang bersamamu,2
I am shocked to see how much has changed,5
gue sangat tidak bisa percaya,5
aku sangat takut sendirian malam,4
aku sangat marah karena sudah terlalu banyak berkorban namun tidak dihargai,3
I never anticipated God could give something this beautiful,5
I feel like my existence is unwanted,0
diriku merasa hampa,0
joy feels so far away,0
I feel so good right now,1
saya sangat naik darah,3
saya sangat marah karena dihina,3
aku sangat merasa dipermainkan,3
hatiku sangat diselimuti rasa takut,4
I am so angry my kindness was trampled on,3
I am deeply inconsolable,0
I am so worried about my relationship,4
aku sangat sedih melihatnya,0
I feel overwhelmingly surprised,5
I feel so dumbfounded,5
diriku tidak pernah menduga ini bisa terjadi,5
saya sangat takut sejarah terulang,4
aku putus asa,0
diriku sangat termotivasi,1
I feel profoundly sad,0
saya tidak bisa percaya ini,5
aku sangat merasa keberadaanku tidak diperlukan,0
aku sangat panik banget,4
saya sangat meradang,3
diriku sangat panik,4
aku sangat gembira,1
saya sangat gelisah,4
I have never felt this relieved,1
I cannot accept this reality,0
saya sangat gemetar karena takut,4
I am so scared to try this new thing,4
I am so in a state of pure bliss,1
cintamu sangat menguatkanku,2
I feel deeply anxious,4
I am deeply terrified,4
hatiku merasa sangat diinjak harga dirinya,3
aku sangat tidak menyangka perjalanan hidupku begini,5
I am done with this,3
aku sangat tidak menyangka keadaan bisa berubah drastis,5
I am so motivated after this,1
aku sangat menikmati momen ini,1
perasaanku sangat campur aduk antara sedih dan marah,3
aku merasa sangat bergairah,1
saya sangat sendu,0
I am laughing so hard,1
I care for you forever,2
I hate that attitude,3
saya merasa sangat diinjak harga dirinya,3
aku sangat tertegun,5
saya sangat berduka,0
saya sangat terluka,0
I feel so astonished,5
hatiku tidak bisa lepas dari rasa takut,4
this fear has me shackled,4
hatiku sangat beruntung mengenalmu,2
I feel so light and free,1
gue sangat gembira,1
I these emotions cannot be held back anymore,3
I am so seething with anger,3
aku sangat merasa beruntung bisa dicintai olehmu,2
diriku sangat gugup berbicara,4
hatiku sangat cemas dengan keselamatan,4
diriku sangat dongkol,3
I feel so deeply anxious,4
aku sangat cemas hidup tidak akan membaik,4
aku sangat merindukan kebersamaan itu,0
I adore you with all my heart,2
I feel absolutely thrilled,1
today is so wonderful,1
saya sangat merasa tidak ada yang peduli padaku,0
my life feels so heavy,0
I am so heartbroken,0
I really want to get angry at you,3
I am completely speechless,5
saya sangat speechless,5
I feel so glowing with joy,1
diriku sangat muak,3
gue menangis terus,0
I feel so joyful,1
I feel so calm and happy,1
I am so enraged,3
I feel bursting with happiness,1
aku sangat tidak bisa melupakanmu,0
ya ampun aku sangat terkejut,5
aku sangat cemas dengan kesehatanku,4
I am so full of gratitude,1
my spirit aches so much,0
aku sangat suka tawamu,2
kamu selalu ada di hatiku,2
aku senang banget,1
rasa takut ini sangat mencekamku,4
gue sangat senang,1
I am so deeply anxious,4
aku sangat sakit hati dan sangat marah,3
aku sangat membenci kelakuan itu,3
aku merasa sangat disayangi olehmu,2
gue sudah sangat muak menelan semua sakit hati sendirian,3
I am so livid,3
I feel so serene,1
I strongly protest this,3
aku masih sangat terkejut,5
gue sangat tidak menduga bisa bangkit dari semua cobaan itu,5
aku menangis tak terbendung,0
aku sangat sayang pada ayahku,2
I am so shocked by this decision,5
I feel so panicked,4
saya sangat gugup,4
I love my partner deeply,2
kamu sangat membuatku frustrasi,3
I am so shocked by the result,5
I am so hollow,0
I feel so sorrowful,0
I feel so weak,0
aku gembira banget,1
I this surprise was unexpected but so precious,5
I am so ashamed of myself,0
diriku sangat merasa dicintai,1
I am so taken aback,5
aku sangat merasa diperhatikan,1
diriku selalu memikirkanmu,2
saya sangat optimis,1
I am so restless,4
I feel so optimistic,1
I am deeply inspired,1
aku sangat terkejut melihat betapa jauh aku sudah melangkah,5
my heart is torn apart,0
diriku sangat diselimuti rasa takut,4
my heart sings with joy,1
gue sangat menikmati setiap detik,1
I am so desolate,0
gue sangat resah,4
I feel so devastated,0
aku mengalami serangan panik,4
saya sangat takut masa depan,4
hatiku sangat dongkol,3
aku kehilangan semua harapan,0
saya kejutan ini sangat tidak terduga namun sangat berharga,5
saya sangat rapuh,0
you do whatever you want,3
I feel so happy,1
I did not see that coming at all,5
aku sangat cemas dengan keselamatan,4
I am completely panicked,4
I am so worried about my health,4
my heart beats for you,2
I feel deeply frustrated,3
I feel so inferior,0
I am so amazed,5
I am deeply truly astonished,5
aku kecemasan ini sangat membuatku tidak bisa maju,4
aku sangat menikmati musik ini,1
I am so grateful for this gift,1
I feel so desolate,0
I feel so wonderful,1
gue sangat terkejut melihat betapa jauh aku sudah melangkah,5
I am overwhelmingly surprised,5
I am scared of the night,4
I am sick of you,3
aku sangat bersyukur untuk cintamu,2
aku sangat mencintai kamu selamanya,2
aku sangat merasa dilecehkan,3
aku sangat senang bisa bersama,1
I enjoy my work so much,1
aku terdiam karena terkejut,5
aku tidak sabar menunggu,1
I feel deeply inconsolable,0
aku sangat membenci cara itu,3
I hate that conduct,3
gue sangat geram,3
I miss your voice,2
hatiku tidak bersemangat,0
aku sangat tidak menduga,5
I am so hopeless,0
gue sangat jijik dengan kelakuanmu,3
I am so angry I got ignored,3
aku sangat terluka oleh pengkhianatannya,0
diriku sangat resah,4
gue sangat merasa beruntung bisa mengenalmu,2
I care for you deeply,2
I am so exhausted from crying,0
life feels so dark,0
I am so despondent,0
my heart is so full,1
I feel deeply delighted,1
hatiku merasa diabaikan,0
hatiku sangat kesepian,0
gue akan selalu mencintaimu,2
saya sangat gugup tampil,4
saya sangat marah karena kebaikanku diinjak injak,3
aku merasa sangat dilecehkan,3
aku amarahnya sudah memuncak,3
aku menangis sendirian,0
I am overwhelmed with sadness,0
gue tidak ada harapan lagi,0
gue sangat merasa keberadaanku tidak diperlukan,0
I this surprise was unexpected but so beautiful,5
aku tidak bisa bahagia lagi,0
saya sangat tidak bisa berpikir jernih karena panik,4
aku sangat mencintai hidup ini,1
aku sangat takut mengecewakan orang lain,4
aku sangat marah karena sudah terlalu sabar namun tetap disalahkan,3
I feel so miserable,0
the pain never goes away,0
aku sangat depresi mendalam,0
hatiku sangat merayakan ini,1
I am deeply despondent,0
I am deeply hopeless,0
I feel deeply outraged,3
I am so grateful for this blessing,1
aku sangat takut gagal,4
saya sangat terkejut sampai tidak bisa bergerak,5
I like you so much,2
I feel so lucky to be with you,2
I cannot escape this sadness,0
aku sangat terpancing marah,3
I love you unconditionally,2
I am so happy right now,1
I was shocked to hear it,5
aku sangat terkejut dengan kabar ini,5
my soul mourns endlessly,0
I am so nervous,4
I am still not over it,5
saya merasa diabaikan,0
I miss all the beautiful moments with you,2
my spirit is broken,0
hatiku sangat mengecam ini,3
saya sangat ragu dan cemas,4
I feel deeply motivated,1
aku sangat panik karena tidak bisa mengontrol apapun,4
I am so restless and cannot sleep,4
I choose you every day,2
aku merasa sendirian menghadapi semua ini,0
amarahku sudah tidak bisa dibendung lagi,3
gue merasa nyaman bersamamu,2
I think about you always,2
hatiku sangat takjub,5
gue sangat tidak mau menerima kehilangan ini,0
I am so shocked,5
aku sangat ingin selalu melindungimu,2
I am certain we were meant to be together,2
aku tidak mau diam saja,3
I woke up so motivated,1
hatiku sangat menghargaimu,2
I this fear is very real and very deep,4
aku sangat bangga bisa sampai di sini,1
aku sangat tidak menduga hidup bisa membawa kejutan seperti ini,5
you are everything to me,2
I am deeply beyond angry,3
saya kehilangan segalanya,0
time with you is precious,2
my heart is in pieces,0
you mean the world to me,2
I am so happy everything met expectations,1
aku sangat kaget mendengar kabar ini,5
gue sangat merasa tidak ada yang mau mendengarku,0
I am deeply blessed,1
I am so proud of you,1
I feel devastated,0
aku sangat berterima kasih atas cintamu,2
hatiku sangat ngeri,4
aku sangat tersulut,3
aku sangat mencintai caramu,2
hatiku tidak sabar menunggu,1
I love this tranquility,1
aku sangat merasa tidak berarti,0
hatiku selalu mendoakanmu,2
saya merasa sangat bebas,1
I was so hurt by that betrayal,0
this anxiety is overwhelming me,4
I feel so energized,1
gue sangat melonjak kegirangan,1
diriku sangat takut masa depan,4
I refuse to be patient,3
hatiku sangat takut sejarah terulang,4
aku sangat menyesal dan marah sekaligus,3
aku gugup banget,4
aku sangat dendam padamu,3
aku sangat emosi,3
I really want to hear your voice,2
I feel so outraged,3
saya sangat senang karena bisa membahagiakan orang lain,1
you make me feel so special,2
hatiku menangis terus,0
aku tidak akan membiarkan ini terjadi lagi,3
saya sangat merasa tidak pantas mendapatkan cinta,0
aku sangat ingin kamu tahu betapa aku memujamu,2
hidupku terasa sangat hampa,0
gue sangat tidak bisa tidur karena rasa cemas yang terus ada,4
I only want you,2
gue sangat marah karena cintaku dimanfaatkan,3
saya sangat puas,1
aku sangat merasa dipinggirkan,0
I feel so startled,5
hatiku menangis sendirian,0
saya sangat dendam,3
aku sangat takut bahwa aku selalu akan gagal,4
I am deeply depressed,0
gue sangat terkejut,5
I feel so overwhelmed with sadness,0
gue sudah sangat muak berpura pura semuanya baik baik saja,3
I miss those memories so much,0
aku sangat menikmati tawa kita bersama,1
I am so deeply sad,0
I am so lonely,0
ini benar benar tidak terbayangkan,5
I am shocked to see how beautiful life truly turned out,5
I am deeply happy,1
diriku sudah tidak bisa memaafkan,3
I do not know how to react I am so shocked,5
aku sangat hilang kesabaran,3
saya sangat marah karena diremehkan,3
I am so angry for always being dismissed,3
aku sangat mengagumi kebaikanmu,2
aku sangat mencintai matamu,2
aku sangat tidak sabar menikmati ini,1
I am so shocked I cannot move,5
I love my life dearly,1
gue sangat bersyukur memilikimu,2
saya sangat yakin pilihan hidupku adalah kamu,2
I never anticipated this announcement,5
aku sangat terasa lemah,0
hatiku sangat panic attack,4
aku merasa sangat gagal,0
saya sangat bahagia bersamamu,2
aku sangat lelah secara emosional,0
diriku sangat khawatir,4
I am scared to be alone at night,4
I love you with every part of my soul,2
gue sangat kecewa,0
I am scared of death,4
aku menangis dalam hati,0
saya amarahnya sudah memuncak,3
gue tidak bisa hidup tanpamu,2
I feel deeply utterly broken,0
gue sangat cemas dengan masa depan,4
saya sangat bersyukur kamu memilihku,2
aku sangat tersenyum lebar tak terbendung,1
gue emosinya sudah meledak,3
I feel deeply aggravated,3
I am enjoying this meal so much,1
aku sangat putus asa,0
aku sangat tidak mau menerima kehilangan ini,0
I cannot be far from you,2
aku sangat tidak menduga semua doa itu dikabulkan,5
aku sangat ingin menangis sekarang,0
diriku sangat optimis,1
aku menyayangimu,2
aku tidak bisa hidup tanpamu,0
aku sangat senang bisa sampai di sini,1
hatiku amarahnya sudah memuncak,3
aku sangat merindukan mereka,0
aku sangat tidak menduga bisa melewati semua rintangan ini,5
hatiku sangat mencintai hidup ini,1
I am so shocked by this wonderful news,5
gue merasa tidak berguna,0
my heart soars with joy,1
I want to be happy but I cannot,0
I love laughing like this,1
I am so shocked by this generosity,5
diriku sangat layu,0
I cannot accept being treated as if I do not exist,3
aku sangat menderita,0
gue sangat merasa dihargai,1
aku sangat tidak menduga bisa bertahan dari semua badai itu,5
hatiku emosinya sudah meledak,3
I did not see this coming at all,5
I am so depressed,0
I feel so inconsolable,0
I am drowning in rage,3
aku sangat takut tidak mampu memenuhi harapan,4
I am so worried everything will get worse,4
I feel like no one understands my feelings,0
gue sangat terkejut dengan perubahan ini,5
saya sangat merasakan firasat buruk,4
aku sangat merasa tidak ada yang mau mendengarku,0
aku sangat yakin pilihan hidupku adalah kamu,2
you are the answer to my prayers,2
hatiku sangat memujamu,2
diriku sangat lega,1
I am so content,1
I am still shocked,5
bersamamu aku merasa lengkap,2
I am totally speechless,5
aku sangat takut sejarah itu terulang,4
aku sangat tidak mau mengambil risiko karena takut,4
I am outraged,3
hatiku sangat emosi,3
I am completely outraged,3
I am so consumed by anger,3
hatiku sangat ingin bersamamu,2
I pray for you always,2
I feel deeply broken,0
I truly cannot accept this,3
I am so overwhelmed by fear,4
aku sangat merindukan kamu,0
I care for you sincerely,2
I am mourning,0
I really want to fight back,3
aku tidak tahan lagi,3
I am burning with rage,3
I feel so calm,1
kamu sangat tidak menghargai aku,3
I am terrified of being alone,4
I miss the sound of your laughter,2
I feel like I am doing exactly the right thing,1
gue merasa sangat bebas,1
hatiku sangat kaget sekaligus bahagia,5
this is the best day ever,1
diriku merasa aman bersamamu,2
saya sangat tidak menduga bisa merasakan momen istimewa ini,5
I love having you around,2
kamu mengubah hidupku,2
I am so amazed,5
aku merasa sangat bebas,1
I want to marry you,2
I am so delighted,1
saya hancur hati,0
I feel so needed,1
hatiku sangat sayang padamu,2
without you I am incomplete,2
aku merasa tidak ada yang peduli,0
aku sangat merasa beruntung,1
hatiku sangat berterima kasih,1
I am so sick of seeing this,3
aku sangat takut merasa sakit lagi seperti dulu,4
I have so much doubt about this decision,4
I feel so despondent,0
I feel so aggravated,3
I feel so shocked,5
I really want to see you,2
