text,label,language
I hate you right now,3,en
gue sangat tidak bisa menerima kenyataan ini,0,id
I am so uneasy,4,en
aku sangat terkejut dengan kemurahan hatinya,5,id
I passed,1,en
gue menangis terus,0,id
I feel a miracle happened,1,en
I am so scared of getting hurt like before,4,en
aku sangat merasa berenergi sekarang,1,id
I feel deeply petrified,4,en
kamu suka sama aku kan,1,id
aku senang ada kamu,1,id
I am truly sorry,0,en
gue sangat tidak berani membuka hati karena takut terluka,4,id
I am so annoyed,3,en
gue sangat terkejut melihat betapa indah hidupnya ternyata,5,id
I am so on edge,4,en
hatiku sangat terpancing marah,3,id
it is very hard to forgive you,3,en
I really enjoy today,1,en
aku sangat takut menghadapi dia,4,id
aku suka kebaikan kamu,1,id
I never thought I would get the promotion,5,en
aku sangat marah karena tidak pernah dimengerti,3,id
I strongly protest this,3,en
aku tidak semangat sama sekali,0,id
I am drowning in sadness,0,en
diriku merasa sangat bebas,1,id
I feel so lonely,0,en
diriku ingin selalu bersamamu,2,id
I cannot stop crying no matter what,0,en
aku sangat frustrasi karena tidak berdaya,3,id
I am so annoyed for never being valued,3,en
kamu baik banget sih,1,id
aku sangat sakit hati karena kamu,3,id
aku sangat bimbang dan takut salah langkah,4,id
I will not pretend I am not hurting anymore,3,en
I am so scared of being judged,4,en
I feel so inferior,0,en
aku sangat suka kehadiranmu,2,id
I feel deeply inconsolable,0,en
diriku sangat sakit hati,3,id
aku sangat terluka dengan sikapmu,0,id
gue sangat tidak bisa menemukan kebahagiaan,0,id
your words hurt me deeply,0,en
I feel so astonished,5,en
diriku sangat mencintai hidup ini,1,id
aku sangat menikmati liburan ini,1,id
your love gives me hope,2,en
aku sangat melawan ini,3,id
diriku sangat bangga,1,id
saya sangat tidak menduga bisa merasakan momen istimewa ini,5,id
gue sangat bersyukur cintaku disambut olehmu,2,id
my heart bleeds with sorrow,0,en
I am scared to be alone at night,4,en
I am totally speechless,5,en
I pretend to be fine but I am shattered,0,en
I am thrilled,1,en
maaf ya aku salah,0,id
I cannot believe you did this to me,0,en
aku sangat tercengang,5,id
I feel gripped by terror,4,en
aku emosinya sudah meledak,3,id
my anger cannot be contained anymore,3,en
I am so proud to have you,2,en
diriku sangat lelah batin,0,id
I feel so lonely,0,en
hatiku kehilangan harapan,0,id
gue menyayangimu,2,id
I feel so terrified,4,en
aku sangat tidak menyangka kamu masih ingat aku,5,id
diriku sangat lemah,0,id
I am so angry,3,en
aku panik banget,4,id
I am deeply furious,3,en
aku sangat cemas dengan keluargaku,4,id
aku sangat merasa melakukan hal yang tepat,1,id
I feel so excited,1,en
hatiku sangat hancur,0,id
aku hancur lagi,0,id
kamu sangat tidak menghargai aku,3,id
hatiku menangis terus,0,id
gue selalu ada untukmu,2,id
aku hancur hati,0,id
aku sangat dongkol,3,id
if only I had not done that,0,en
diriku ini benar benar mengejutkan,5,id
ternyata kamu suka sama aku,1,id
hatiku sangat gugup berbicara,4,id
I feel so embarrassed,0,en
hatiku akan selalu mencintaimu,2,id
hatiku sangat suka senyummu,2,id
you are my hope,2,en
I adore you completely,2,en
gue sangat pucat karena takut,4,id
I enjoy my work so much,1,en
kamu adalah harapanku,2,id
maaf aku bikin kamu repot,0,id
aku sangat bangga,1,id
my heart is torn apart,0,en
I am so broken,0,en
aku merasa hidup tanpa tujuan,0,id
I cannot move on,0,en
I am deeply livid,3,en
kamu suka sama aku,1,id
kamu tidak punya hati,0,id
maaf aku tidak sengaja,0,id
aku merasa sangat tidak berguna,0,id
kamu ada rasa ke aku,1,id
aku sangat bersinar hari ini,1,id
aku sangat rindu padamu,2,id
aku sangat takut kegelapan,4,id
how could you ignore me,0,en
aku sangat yakin pilihan hidupku adalah kamu,2,id
gue sangat merasa dicintai,1,id
aku tidak sabar menunggu,1,id
saya sangat tidak menduga hidup bisa membawa kejutan seperti ini,5,id
I adore you with all my heart,2,en
I miss your laugh so much,2,en
aku sangat takut dinilai jelek,4,id
aku menyesal sudah mengecewakan kamu,0,id
aku sangat was was setiap kali melangkah,4,id
aku sangat merasa tidak aman,4,id
I am deeply irritated,3,en
I feel deeply despondent,0,en
saya sangat terinspirasi,1,id
aku bersedih karena kehilanganmu,0,id
gue sangat menentang ini,3,id
aku sangat merasa diacuhkan,0,id
I am so glad I know you,1,en
saya patah hati,0,id
kemarahanku sudah meluap luap,3,id
I apologize for my behavior,0,en
I am overwhelmed with sadness,0,en
I feel deeply gloomy,0,en
I feel so glowing with joy,1,en
aku tidak mau hidup,0,id
gue sangat terguncang,0,id
diriku sangat gugup,4,id
I like your energy,1,en
aku sangat merasa tidak ada yang mengerti perasaanku,0,id
aku sangat merasa tidak ada yang peduli padaku,0,id
I am deeply beyond surprised,5,en
aku tidak menyangka kamu bisa menyakitiku seperti ini,0,id
I am so in complete disbelief,5,en
this is so beyond what I expected,5,en
diriku merasa aman bersamamu,2,id
gue sangat merasa keberadaanku tidak diperlukan,0,id
I am so disappointed with your behavior,3,en
aku sangat menolak ini,3,id
aku sangat kagum,5,id
saya sangat cemas dengan semua hal yang bisa berjalan salah,4,id
aku tidak menyangka kamu sebaik ini,1,id
aku merasa sangat bebas,1,id
aku sangat sedih hari ini,0,id
I am so joyful to receive this news,1,en
sorry kamu jadi marah,0,id
diriku sangat tersenyum lebar,1,id
maaf aku bikin kamu marah,0,id
gue sangat ingin melihatmu,2,id
my soul is overflowing with happiness,1,en
I never anticipated experiencing this special moment,5,en
kamu jahat banget sih,0,id
aku sangat frustrasi karena tidak ada perubahan,3,id
aku sangat tidak yakin dan sangat cemas,4,id
aku sangat sakit hati dengan perlakuanmu,0,id
ini sangat diluar dugaanku,5,id
I want you to feel how deep my love is,2,en
maaf aku sudah buat kamu sedih,0,id
saya ini benar benar tidak terduga,5,id
hatiku sangat merasa dihargai,1,id
I am so sick of seeing this,3,en
jahat banget kamu,0,id
diriku sangat terpancing marah,3,id
I feel deeply beyond angry,3,en
aku menentang keras,3,id
I am so lucky,1,en
gue sangat mencintaimu sepenuh hati,2,id
aku sangat bersyukur untuk semua ini,1,id
kamu mengabaikan aku,0,id
I am overwhelmed by anxiety,4,en
I feel so panicked,4,en
I am deeply startled,5,en
I am deeply downhearted,0,en
saya sangat sedih,0,id
saya sangat merasa beruntung kamu ada di hidupku,2,id
hatiku sangat cemas dengan kesehatan,4,id
sorry for being a burden,0,en
hatiku sangat merasakan firasat buruk,4,id
I feel so relieved,1,en
aku sayang banget sama kamu,2,id
diriku sangat jengkel,3,id
aku sangat bersyukur kamu mau bersamaku,2,id
aku sangat tidak menyangka hasilnya lulus,5,id
aku sangat berenergi,1,id
aku sangat marah dengan ketidakadilan yang terjadi,3,id
you were supposed to stay,0,en
I am deeply gripped by terror,4,en
maaf bikin kamu marah,0,id
aku sangat kehabisan tenaga,0,id
sorry bikin kamu sedih,0,id
saya emosinya sangat tidak bisa kutahan lagi,3,id
aku sangat kaget sampai jantungku hampir copot,5,id
saya sangat senang karena mendapat kesempatan ini,1,id
aku sangat suka makanan ini,1,id
gue sangat geram,3,id
I am deeply completely outraged,3,en
saya merasa tidak dicintai,0,id
aku sangat tidak mau mengambil risiko karena takut,4,id
I never anticipated this announcement,5,en
saya sangat murung,0,id
aku sangat ingin marah padamu,3,id
I love today's weather,1,en
my life feels so heavy,0,en
saya sangat takut gagal,4,id
gue sangat cemas,4,id
aku akan melawan,3,id
aku merasa bersalah banget,0,id
gue sangat marah karena sudah terlalu banyak berkorban namun tidak dihargai,3,id
I am overwhelmed by anger,3,en
I feel so overwhelmed by rage,3,en
aku sangat tidak bisa tenang karena firasat buruk terus menghantuiku,4,id
aku sangat terperangah,5,id
you make me smile,1,en
I feel so paralyzed by fear,4,en
gue sangat kecewa dengan sikapmu,3,id
kenapa kamu tega padaku,0,id
hatiku sangat takut ditolak,4,id
aku sangat panik karena tidak bisa mengontrol apapun,4,id
saya sangat terluka,0,id
diriku sangat bersyukur,1,id
I feel undeserving of happiness,0,en
hatiku sangat gemetar karena takut,4,id
gue sangat excited,1,id
aku sangat terkejut melihat betapa indah hidupnya ternyata,5,id
you do not respect me at all,3,en
hatiku sangat antusias,1,id
I cannot imagine life without you,2,en
you are so generous,1,en
I am so happy I exceeded expectations,1,en
I feel so inconsolable,0,en
aku selalu memikirkanmu,2,id
gue sangat takut tidak mampu,4,id
I feel my dignity was trampled on,3,en
aku sangat tidak berani berharap karena takut sakit hati,4,id
saya merasa tidak berguna,0,id
aku menangis tersedu,0,id
saya sangat sakit hati,3,id
aku pucat karena takut,4,id
I am so deeply mourning,0,en
saya sangat mencintai dirimu lebih dari hidupku sendiri,2,id
I feel deeply optimistic,1,en
I never thought I would pass,5,en
I am burning with resentment,3,en
gue sangat meradang,3,id
gue sangat tidak terima dianggap tidak ada,3,id
aku sangat menyayangimu tulus,2,id
aku sangat tersayat hatinya,0,id
aku sangat menikmati pekerjaanku,1,id
I strongly condemn this,3,en
I feel deeply grateful,1,en
saya sangat tidak aman,4,id
I feel so betrayed and so angry,3,en
I feel deeply wounded,0,en
diriku sangat suka ini,1,id
I feel deeply lucky,1,en
I really want to see you,2,en
saya sangat takut bahwa aku selalu akan gagal,4,id
I am deeply radiant with happiness,1,en
aku sangat merasa semua pengorbananku membuahkan hasil,1,id
aku sangat kesal,3,id
aku sangat muak dengan semua ini,3,id
aku sangat takut,4,id
I feel deeply miserable,0,en
aku sangat tidak berdaya menahan duka,0,id
thank you for helping me,1,en
I am so panicked,4,en
I feel so belittled,3,en
aku sangat takut kehilangan mereka,4,id
aku sangat takut sendirian malam,4,id
aku sangat senang,1,id
aku sangat kaget banget,5,id
I am completely broken,0,en
gue sangat frustrasi,3,id
I feel so depressed,0,en
I am deeply energized,1,en
aku sangat tersenyum lebar tak terbendung,1,id
kamu sangat membuatku marah,3,id
I feel deeply broken,0,en
I am so angry for always being blamed,3,en
aku sudah tidak mau lagi,3,id
diriku sangat takut luka lama terbuka,4,id
I hate this so much,3,en
aku kehilangan harapan,0,id
hatiku sangat cinta padamu,2,id
I sob every night,0,en
aku sangat tidak menyangka perubahan ini,5,id
aku sangat lara,0,id
aku akan selalu menjagamu,2,id
I have no hope,0,en
gue sangat panic attack,4,id
saya sangat tidak menduga bisa bertemu orang orang luar biasa ini,5,id
kenapa kamu menyakitiku,0,id
hatiku sangat terkejut sampai tidak bisa bergerak,5,id
I feel deeply lonely,0,en
aku tidak seharusnya begitu,0,id
you are so genuine,1,en
hatiku sangat capek dengan semua ini,3,id
I am deeply happy,1,en
aku sangat merasa hidup saat ini,1,id
diriku sangat benci,3,id
I feel deeply blown away,5,en
I am deeply sorry,0,en
my love for you never fades,2,en
aku menangis karena kamu,0,id
I am completely outraged,3,en
I am so scared something bad will happen,4,en
I am disgusted with you,3,en
gue sangat terkejut dengan kejutan indah ini,5,id
kamu pergi dan tidak peduli,0,id
diperlakukan tidak adil sangat menyedihkan,0,id
this is so hard to believe,5,en
I am so frightened,4,en
saya sangat penuh kebahagiaan,1,id
diriku sangat menghargaimu,2,id
I feel deeply satisfied,1,en
maaf sudah bikin kamu nangis,0,id
I am deeply haunted by fear,4,en
aku sangat merindukan suara tawamu,2,id
I am so livid,3,en
diriku sangat terperangah,5,id
aku sangat terkejut dengan keputusan ini,5,id
aku sangat tidak terima dianggap tidak ada,3,id
kamu adalah sahabat terbaik,1,id
how could you betray me,0,en
maaf sudah bikin kamu susah,0,id
diriku sangat susah,0,id
I am conflicted and afraid of making the wrong move,4,en
hatiku sangat merindukanmu setiap hari,2,id
I miss your smile so much,2,en
hatiku sangat terancam,4,id
I am so angry I cannot do anything,3,en
I am overwhelmed by guilt,0,en
I never thought he could do that,5,en
I am raging inside,3,en
saya tidak pernah bermimpi ini terjadi,5,id
diriku sangat cemas dengan masa depan,4,id
I blame myself so much,0,en
gue sangat produktif,1,id
aku tidak bisa berkata kata karena kaget,5,id
aku sangat tidak menyangka perjalananku begini,5,id
I feel so regretful,0,en
hatiku perih,0,id
I feel so delighted,1,en
aku merasa sangat dicintai olehmu,2,id
gue sangat merasa hidup tidak punya arti lagi,0,id
I feel so livid,3,en
gue sangat cemas karena masa depan terasa sangat tidak pasti,4,id
aku sangat membeku karena takut,4,id
aku kecewa banget,0,id
aku sangat marah dengan keadaan ini,3,id
I am deeply shocked,5,en
I am deeply hurt and so angry,3,en
maaf aku sudah buat kamu nangis,0,id
I feel deeply frozen with fear,4,en
aku sangat berterima kasih atas cintamu,2,id
I am so sick of pretending everything is fine,3,en
gue sangat tidak menduga bisa bangkit dari semua cobaan itu,5,id
I feel like no one understands my feelings,0,en
gue sangat takut bahwa semua pengorbananku tidak ada hasilnya,4,id
saya sangat suka kehadiranmu,2,id
I would do anything for you,2,en
hatiku sangat menyukai ini,1,id
I feel so healthy,1,en
saya sangat merasa beruntung bisa jatuh cinta padamu,2,id
gue sangat sayang padamu,2,id
aku sangat tidak mau lagi mempercayai orang yang sudah mengkhianatiku,3,id
aku menahan tangis setiap hari,0,id
I am deeply deeply mourning,0,en
aku sangat menikmati momen bersama,1,id
I cannot find any joy,0,en
aku sangat cemas hidup tidak akan membaik,4,id
diriku sangat merindukanmu setiap hari,2,id
aku sangat tidak bisa berpikir jernih karena panik,4,id
gue patah hati,0,id
I am so joyful,1,en
diriku diam terpaku karena terkejut,5,id
I feel deeply shocked,5,en
gue sangat bersyukur hidup seindah ini,1,id
aku tidak mau bertoleransi lagi,3,id
saya sangat takut kehilangan semua,4,id
I love you endlessly,2,en
aku sangat ingin kamu merasakan betapa dalamnya cintaku,2,id
I feel completely overjoyed,1,en
I am in a state of bliss,1,en
aku tahu aku salah,0,id
I am extremely afraid,4,en
I feel so amazed,5,en
I am done with this,3,en
I feel so positive today,1,en
diriku sangat berduka,0,id
I feel so melancholic,0,en
saya merasa diabaikan,0,id
I am traumatized by that incident,4,en
aku tidak bisa percaya ini,5,id
I feel so defeated,0,en
I am so scared of losing my job,4,en
you are the answer to all my prayers,2,en
gue sangat lara,0,id
I love you just the way you are,2,en
aku sangat khawatir dan tidak bisa berpikir jernih,4,id
hatiku sangat merana,0,id
aku sangat marah karena diremehkan terus,3,id
kamu sabar banget,1,id
I feel deeply completely overjoyed,1,en
gue sangat senang karena berhasil melampaui ekspektasi,1,id
I am unwilling to take risks because of fear,4,en
aku sangat tidak berani mencoba karena takut kecewa,4,id
saya kecemasan ini sangat membuatku tidak bisa maju,4,id
hatiku sangat penuh,1,id
I am so scared of disappointing everyone,4,en
I want to make you happy,2,en
diriku sangat menantikan kehadiranmu,2,id
diriku sangat menentang ini,3,id
diriku sangat tidak bahagia,0,id
my spirit aches so much,0,en
I never anticipated God could give something this beautiful,5,en
aku sangat tidak menyangka kamu melakukan ini untukku,5,id
diriku sangat marah karena ditipu,3,id
hatiku hancur,0,id
gue sangat gugup berbicara,4,id
I am deeply utterly amazed,5,en
aku sangat terluka,0,id
kamu suka sama aku ya,1,id
I am so in total shock,5,en
saya sangat benci,3,id
aku sangat mencintai matamu,2,id
aku sangat ingin kamu tahu betapa aku memujamu,2,id
aku merasa nasibku buruk,0,id
astaga aku sangat tidak menduga ini,5,id
saya sangat bersyukur kamu mau bersamaku,2,id
I am deeply overwhelmed with sadness,0,en
aku ingin membentak,3,id
I am so grateful you came into my life,2,en
hatiku sangat ingin melawan,3,id
gue sangat terkejut,5,id
aku sangat merasa tidak dipahami,0,id
I feel absolutely devastated,0,en
I am so angry about this situation,3,en
aku sangat merindukanmu setiap hari,2,id
diriku putus asa,0,id
seharusnya aku lebih baik,0,id
aku sangat merasa seperti beban bagi semua orang,0,id
aku tidak bisa bangkit,0,id
aku sangat tidak menyangka kamu datang kemari,5,id
my spirit dances with happiness,1,en
saya sangat nervous,4,id
you are really kind,1,en
gue sangat ingin kamu merasakan betapa dalamnya cintaku,2,id
aku sangat bersyukur kamu memilihku,2,id
he hurt me,0,en
dia tidak menghargaiku,0,id
I feel so harassed,3,en
I never thought you would leave me,0,en
aku sangat hancur hati,0,id
gue sangat yakin pilihan hidupku adalah kamu,2,id
I am so angry my honesty was exploited,3,en
aku sangat takut bahwa semua usahaku akan sia sia,4,id
I feel so overwhelmed with sadness,0,en
saya sangat merasa dijawab doanya,1,id
ini benar benar diluar dugaan,5,id
I feel so burdened,0,en
diriku masih sangat terkejut,5,id
aku sangat bersyukur kamu hadir dalam hidupku,2,id
aku sangat menantikan ini,1,id
aku sangat merasa tenang dan bahagia,1,id
happiness fills my heart,1,en
I am so haunted by fear,4,en
aku sangat merasa hidup ini sangat layak disyukuri,1,id
saya sangat tidak menduga bisa bertahan dari semua badai itu,5,id
aku suka semangat kamu,1,id
I feel so outraged,3,en
my heart is so full,1,en
I am intensely angry,3,en
aku sangat senang bisa tertawa,1,id
I cannot believe how happy today is,1,en
you are so honest,1,en
I feel no purpose,0,en
diriku sangat bangga bersamamu,2,id
I am so sad,0,en
hatiku tidak bisa percaya ini,5,id
aku ingin kamu selalu bahagia,2,id
saya sangat heran,5,id
I feel so confident,1,en
aku merasa senang,1,id
I am so totally speechless,5,en
I am so full of gratitude,1,en
I feel deeply boiling with anger,3,en
aku sangat lega berhasil,1,id
gue sangat tidak sabar berbagi kebahagiaan ini,1,id
aku sangat ingin membangun hidup bersamamu,2,id
I firmly reject this,3,en
gue sangat ingin menegur,3,id
saya sudah sangat muak menelan semua sakit hati sendirian,3,id
hatiku sangat rapuh,0,id
I hold back tears every day,0,en
saya sangat merasa tidak ada yang mau mendengarku,0,id
my love for you is immense,2,en
gue sangat tidak bisa merasakan kegembiraan,0,id
I feel so content,1,en
cintamu sangat berarti bagiku,2,id
I feel so wonderful,1,en
bersamamu aku merasa sempurna,2,id
aku sangat beruntung,1,id
hatiku sangat gentar,4,id
I miss your presence so much,2,en
aku mencintaimu apa adanya,2,id
hatiku sangat tidak menduga,5,id
my love for you grows stronger,2,en
maaf sudah bikin kamu repot,0,id
gue sangat takut luka lama terbuka,4,id
aku sangat kehilangan kamu,0,id
aku tidak punya energi lagi,0,id
hatiku sangat terkejut melihatnya tiba tiba muncul,5,id
aku sangat cinta kamu,2,id
aku sangat tidak menyangka hidupku bisa begini,5,id
my heart dances with happiness,1,en
aku sangat menikmati momen ini,1,id
aku sangat diluar dugaan,5,id
hatiku sangat membeku karena takut,4,id
I do not know how to go on,0,en
diriku sangat dendam,3,id
aku sangat susah,0,id
I am too anxious to sleep,4,en
aku merasa lengkap bersamamu,2,id
aku sangat kaget,5,id
I never thought my journey would go this way,5,en
hatiku merasa lengkap bersamamu,2,id
I this anxiety keeps me from moving forward,4,en
aku sangat kaget mendengar kabar ini,5,id
diriku sangat menyayangimu tulus,2,id
aku menangis semalaman,0,id
aku merasa sangat damai,1,id
I feel so overwhelmed with sadness,0,en
saya sangat speechless,5,id
my soul is torn apart,0,en
I feel so alive,1,en
sorry bikin kamu bingung,0,id
I will always be faithful to you,2,en
aku sangat tidak menyangka ini bisa terjadi dalam hidupku,5,id
kamu pasti berhasil,1,id
I am sorry I disappointed you,0,en
hatiku sangat beruntung mengenalmu,2,id
I care for you completely,2,en
I feel so nervous,4,en
aku sangat was was dengan keputusan ini,4,id
I feel frozen with fear,4,en
aku terluka banget,0,id
I am gripped by terror,4,en
I this surprise completely changed my life,5,en
aku sangat senang karena semua rencana berjalan mulus,1,id
aku sangat menikmati waktu ini,1,id
aku sangat takut pengalaman buruk itu terulang,4,id
saya sangat ngeri,4,id
saya sangat cemas karena tidak tahu apa yang akan terjadi,4,id
hatiku sangat terpana,5,id
hatiku sangat menentang ini,3,id
aku sangat takut salah,4,id
aku sangat tidak menduga bisa mendapat kesempatan ini,5,id
I feel deeply totally speechless,5,en
aku sudah sangat muak dengan orang yang tidak tahu diri,3,id
my spirit bleeds with sorrow,0,en
you are so thoughtful,1,en
kamu suka menyakiti aku,0,id
my spirit is so heavy,0,en
I am so crushed,0,en
saya sangat tidak adil,3,id
saya sangat terkejut melihat betapa jauh aku sudah melangkah,5,id
saya sangat tidak menduga,5,id
aku rela berkorban untukmu,2,id
I am so broken,0,en
I am scared of accidents,4,en
aku sangat jiwa perih,0,id
hatiku sangat menyayangimu tulus,2,id
aku sudah menyerah,0,id
I cannot find words for this,5,en
I am drowning in my own grief,0,en
I miss those moments together,0,en
saya sangat takut bahwa semua usahaku akan sia sia,4,id
I am so shocked by the result,5,en
this is so beyond my expectations,5,en
aku sudah tidak tahan lagi,3,id
I feel so blessed,1,en
gue sangat merasa beruntung,1,id
this anxiety paralyzes me,4,en
saya menangis sendirian,0,id
I strongly oppose this,3,en
I like you,1,en
gue sangat melebihi ekspektasi,5,id
I feel so good today,1,en
I am so frustrated,3,en
I am so tired of this,3,en
I am fighting against this,3,en
my spirit is crushed,0,en
kamu mengkhianatiku,0,id
I love my work,1,en
my soul is in pieces,0,en
gue sangat menyesal,0,id
saya sangat rapuh,0,id
aku sangat terinspirasi,1,id
gue sangat berteriak kegirangan,1,id
aku sangat tersulut,3,id
I cannot hold back the tears anymore,0,en
I feel so happy,1,en
saya sangat terkejut melihat betapa banyak yang telah berubah,5,id
I feel lost without you,0,en
diriku sangat gembira,1,id
saya terus menangis,0,id
kamu tega banget,0,id
I gasped in complete surprise,5,en
aku sangat gelisah dan tidak bisa tidur,4,id
I am so happy seeing you happy,1,en
I feel incredibly annoyed,3,en
I am scared I cannot do this,4,en
you are so amazing,1,en
saya sangat ketakutan,4,id
I am uncertain and very anxious,4,en
diriku tidak pernah menduga ini bisa terjadi,5,id
aku tidak tahu harus kemana,0,id
I am terrified of being alone,4,en
hatiku tidak bersemangat,0,id
gue sangat bersyukur doa doaku terjawab,1,id
aku sangat mencintai dirimu melebihi apapun,2,id
hatiku sangat lara,0,id
you are so strong,1,en
I won,1,en
aku tidak akan membiarkan ini terjadi lagi,3,id
this truly shocked me completely,5,en
I never anticipated surviving all those storms,5,en
hatiku sangat merasa dijawab doanya,1,id
I am scared I am not capable,4,en
aku merasa tidak dihargai,0,id
I am deeply grieving,0,en
gue sangat mengecam ini,3,id
aku patah hati banget,0,id
maaf aku sudah bikin kamu kecewa,0,id
aku sangat merasa beruntung,1,id
I am so aggravated,3,en
saya mencintaimu,2,id
saya sangat takut,4,id
I am shocked and so joyful,5,en
I feel so overjoyed,1,en
I love you more than my own life,2,en
saya sangat ragu dan cemas,4,id
I had no idea it would turn out this way,5,en
saya ingin selalu bersamamu,2,id
diriku sangat takut salah,4,id
you frustrate me so much,3,en
I choose you every single day,2,en
gue merasa nyaman bersamamu,2,id
maaf sudah bikin kamu khawatir,0,id
air mataku tidak bisa berhenti mengalir,0,id
aku sangat marah karena selalu dianggap sepele,3,id
gue tidak pernah membayangkan ini,5,id
maaf aku bikin kamu khawatir,0,id
kamu suka ke aku,1,id
I feel so used,3,en
aku menangis sendirian,0,id
saya sangat membutuhkanmu,2,id
kamu selalu ada buatku,1,id
aku sangat takut bahwa aku tidak akan pernah berhasil,4,id
I am deeply anxious,4,en
I feel deeply hopeless,0,en
aku minta maaf,0,id
kamu mengubah hidupku,2,id
kamu luar biasa,1,id
I am so petrified,4,en
I am deeply deeply frustrated,3,en
every day I fall more in love with you,2,en
I am deeply stunned,5,en
gue sangat lega,1,id
aku mencoba bahagia tapi gagal,0,id
I feel so dejected,0,en
aku sangat membenci kelakuan itu,3,id
you are such an amazing person,1,en
I feel so shocked,5,en
maaf aku sudah bikin kamu susah,0,id
I feel deeply grieving,0,en
saya sangat antusias,1,id
I am so regretful and angry at the same time,3,en
aku jatuh cinta padamu,2,id
my spirit carries such pain,0,en
you are really mean,0,en
I am certain our love will last forever,2,en
gue mencintaimu,2,id
I am deeply anxious,4,en
aku tidak ada yang menemani,0,id
aku sangat tidak menyangka situasi bisa berbalik,5,id
gue tidak bisa menahan amarah,3,id
saya sangat cemas karena tidak bisa mengontrol situasi,4,id
I am deeply bursting with happiness,1,en
saya sangat tidak bisa tenang karena firasat buruk terus menghantuiku,4,id
bersamamu aku merasa aman,2,id
gue sangat kagum,5,id
aku sangat merasa tidak layak mendapatkan kebahagiaan,0,id
gue sangat tidak menyangka ini bisa terjadi dalam hidupku,5,id
hatiku sangat takut salah,4,id
diriku sangat merasa dijawab doanya,1,id
hatiku sangat mengecam ini,3,id
aku sangat ingin berhenti merasa sakit,0,id
aku sangat ingin selalu melindungimu,2,id
aku sangat bahagia banget,1,id
bersamamu aku merasa bahagia,2,id
since I met you I am happy,2,en
diriku sangat tertekan,0,id
aku sangat merasa diperlakukan tidak adil,3,id
I feel deeply haunted by fear,4,en
my heart soars with joy,1,en
I am so scared of losing everything I have,4,en
you never respected me,0,en
I am sorry I made you cry,0,en
hatiku sangat was was,4,id
diriku sangat senang bersamamu,2,id
gue sangat marah karena kejujuranku dimanfaatkan,3,id
aku sangat menikmati setiap detik,1,id
maaf kamu jadi sedih,0,id
this surprise left me utterly stunned,5,en
I treasure this moment,1,en
I feel so needed,1,en
I feel deeply scared,4,en
saya sangat bangga bersamamu,2,id
you mean the world to me,2,en
I love you deeply,2,en
aku menangis sesenggukan,0,id
aku sangat menyesal dan marah sekaligus,3,id
I feel deeply in total shock,5,en
I am powerless to stop grieving,0,en
I am deeply satisfied,1,en
aku sangat merasa ada di tempat yang tepat,1,id
I never thought I would win,5,en
I am beyond surprised,5,en
aku tidak mau sabar lagi,3,id
I am so taken aback,5,en
aku sangat takut tidak bisa memenuhi ekspektasi,4,id
I feel so spoiled by life,1,en
I care for you truly,2,en
I love having you around,2,en
saya sangat merasa tidak pantas mendapatkan cinta,0,id
gue sangat lemas karena takut,4,id
aku sangat tidak berani melangkah karena takut gagal,4,id
aku tidak punya harapan lagi,0,id
aku sangat menikmati makanan ini,1,id
seharusnya aku lebih sabar,0,id
teganya kamu,0,id
ini sangat membuatku terperangah,5,id
I am taken over by rage,3,en
aku akan selalu mencintaimu apa adanya,2,id
everything feels pointless,0,en
hatiku sangat marah karena diremehkan,3,id
aku sangat ingin menangis sekarang,0,id
gue sangat takut tidak bisa,4,id
I am so shocked I cannot speak,5,en
I am deeply deeply wounded,0,en
I am still in complete shock over this,5,en
the pain never goes away,0,en
gue sangat merasa selalu salah dan tidak becus,0,id
aku sudah habis sabar,3,id
hatiku sangat girang,1,id
aku senang banget,1,id
my spirit is so full,1,en
I love being together,1,en
kamu pintar banget,1,id
I am so angry I got ignored,3,en
I am going berserk,3,en
I really want to be with you again,2,en
hatiku sangat layu,0,id
maafin aku dong,0,id
aku sangat terluka oleh pengkhianatannya,0,id
aku suka sama kamu,1,id
gue menangis sendirian,0,id
I love this food so much,1,en
gue sangat kesal,3,id
I am so content,1,en
aku sangat jengkel,3,id
aku sangat menyayangi hidupku,1,id
she hurt me,0,en
I ache inside,0,en
I am so worried,4,en
saya sangat merasa sendiri menghadapi cobaan ini,0,id
you are my reason for happiness,2,en
aku selalu mendoakan kamu,2,id
I feel so startled,5,en
this pain is unbearable,0,en
aku sangat mencintai kamu apa adanya,2,id
aku sangat terpana,5,id
my feelings are a mix of sadness and anger,3,en
I feel so insulted,3,en
diriku tidak kuat lagi,0,id
gue sangat menantikan ini,1,id
my spirit mourns endlessly,0,en
I am so shocked,5,en
hatiku sangat tidak menduga bisa berhasil,5,id
aku sangat marah karena harga diriku diinjak,3,id
aku sangat merindukan tatapan matamu,2,id
I am terrified I will always fail,4,en
I am anxious because the future feels so uncertain,4,en
diriku tidak bisa menahan amarah,3,id
aku sangat rindu padamu,0,id
diriku sangat tidak menyangka bisa menang,5,id
hatiku ingin selalu bersamamu,2,id
aku sangat merasa direndahkan,3,id
diriku sangat tercengang,5,id
aku sangat bersemangat hari ini,1,id
aku sangat merasa tentram,1,id
aku sangat dikuasai amarah,3,id
gue sangat bahagia bersamamu,2,id
I am so grateful today,1,en
this defies all my expectations,5,en
I feel so relieved,1,en
hatiku sangat tidak menyangka bisa menang,5,id
I am deeply delighted,1,en
